index,Unnamed: 0,company_id,mean_share_outstanding,mean_eps,mean_pe_ratio,mean_price_to_sales,mean_ebitda,mean_return_on_assets,mean_return_on_equity,mean_return_on_capital_employed,mean_interest_coverage,one_week,three_month,one_month,six_month,one_year,three_year,cluster,price
0,0,0,1920000000.0,212.47909090909087,53.52181818181818,3.1163636363636367,931453636363.6364,0.0136636363636363,0.0197272727272727,0.0232363636363636,6.880909090909092,0.0069999999999999,-0.0271,0.0001409999999999,-0.086,-0.1031,-0.4481,1,7125
1,1,1,17149999999.999998,9.83,133.4181818181818,9.475454545454545,332488181818.1818,0.0229454545454545,0.0301999999999999,0.0335090909090909,16.742727272727272,0.0769,-0.0128,0.0010789999999999,0.0844999999999999,0.5975,-0.5722,0,765
2,2,2,5323636363.636364,2.850909090909091,627.2209090909091,1.078181818181818,366262727272.7273,0.0003636363636363,0.0021454545454545,0.0275545454545454,1.5436363636363637,-0.0189,-0.3276,-0.001086,-0.3128,-0.25,-0.8101999999999999,2,308
3,3,3,31990000000.0,202.01545454545456,15.985454545454546,3.502727272727273,12017457272727.271,0.048190909090909,0.0817454545454545,0.0955999999999999,30.07,0.0207,-0.1151,-0.000391,0.0165,-0.2166,0.7023999999999999,1,2430
4,4,4,23143636363.636364,-12.419999999999998,1085.428181818182,68.58181818181818,33690000000.0,-0.0144636363636363,-0.110390909090909,-0.0127363636363636,0.0,-0.0060999999999999,0.1631,0.001233,-0.1961,-0.1183,-0.7264,2,328
5,5,5,14230000000.0,43.80181818181818,49.220909090909096,2.399090909090909,719140000000.0,0.0188999999999999,0.0463454545454545,0.0401636363636363,43.50545454545455,0.0197999999999999,0.0582,0.001075,0.0655,0.2311,1.2788,0,1550
6,6,6,24030000000.0,32.27454545454545,160.57272727272726,4.977272727272728,1149145454545.4546,0.0230999999999999,0.0340727272727272,0.0345,88.66545454545454,-0.0265,-0.0882,-0.000178,-0.1641,-0.1887,-0.3635,1,1645
7,7,7,22700000000.0,10.527272727272726,-12.442727272727272,2.8545454545454545,647162727272.7273,0.0081636363636363,0.0197090909090909,0.0224727272727272,2.306363636363636,0.031,-0.1014,0.000556,-0.0828,-0.0362,-0.3415999999999999,2,132
8,8,8,40480000000.0,168.03909090909087,38.400000000000006,3.479090909090909,12146181818181.818,0.0171363636363636,0.0374181818181818,0.0327090909090908,15.88363636363636,-0.0134,-0.0868,-0.000264,-0.1845,0.0375999999999999,-0.1401,1,5575
9,9,9,19650000000.0,6.670000000000001,29.66,4.267272727272727,456293636363.6364,0.0058727272727272,0.0125727272727272,0.020890909090909,1.089090909090909,0.006,-0.0401999999999999,0.000121,-0.1211,0.0987,-0.3477,2,168
10,10,10,96383636363.63635,148.50363636363636,98.74727272727272,42.54454545454546,12893646363636.363,0.0078181818181818,0.0474636363636363,0.0097636363636363,0.0,0.0294,0.0784,0.001,0.0635,0.1773999999999999,0.3652,0,9625
11,11,11,80102727272.72728,-12.125454545454549,-15.81909090909091,12.841818181818182,138830909090.9091,-0.0110727272727272,-0.0779909090909091,-0.0130363636363636,0.0,0.0,-0.0674,0.000247,-0.2589,-0.2523,-0.8092,2,84
12,12,12,18650000000.0,219.1918181818182,36.09818181818181,9.409090909090908,5621633636363.637,0.0042545454545454,0.0313636363636363,0.0052272727272727,0.0,0.0513999999999999,0.0817,0.001084,0.2430999999999999,0.2894,0.7375,0,5650
13,13,13,146430909090.9091,77.42636363636365,61.960000000000015,16.24727272727273,15660743636363.637,0.0067181818181818,0.0416363636363636,0.0087,0.0,0.0134,0.0966,0.000558,0.0509,0.281,0.325,0,5700
14,14,14,11528181818.181818,61.52090909090909,25.269090909090917,2.5209090909090914,942776363636.3636,0.0018181818181818,0.030390909090909,0.0023363636363636,0.0,0.0558,0.06,0.000861,0.0115,0.0643,-0.2594,0,1330
15,15,15,9770000000.0,69.15545454545455,47.21727272727273,5.569090909090909,1107450909090.9092,0.0034272727272727,0.0147545454545454,0.0048545454545454,0.0,0.0467999999999999,0.043,0.0004679999999999,-0.0732,0.1457,-0.1128,0,2920
16,16,16,9650000000.0,0.6036363636363636,-5.274545454545453,18.36272727272727,44251818181.81818,0.0010090909090909,0.0012363636363636,0.0067363636363636,1.210909090909091,0.0292,-0.0843999999999999,0.000444,-0.2079,0.1101999999999999,-0.2419,2,141
17,17,17,10272727272.727272,51.08272727272727,26.781818181818185,4.063636363636364,672060909090.909,0.0031545454545454,0.0387545454545454,0.0039727272727272,0.0,0.0085,0.0260999999999999,0.000489,-0.0042,-0.1161,-0.2848,0,1185
18,18,18,15020000000.0,25.190909090909088,28.949090909090906,6.314545454545454,507205454545.4545,0.0037636363636363,0.0346818181818181,0.0047272727272727,0.0,0.0078,0.04,0.000569,0.0,-0.078,-0.0909,0,650
19,19,19,94524545454.54546,0.1527272727272727,-459.2354545454545,34.815454545454536,81118181818.18182,0.0005727272727272,0.0011727272727272,0.0044,0.8409090909090909,0.0,0.0,0.0,0.0,0.0204,0.0417,2,50
20,20,20,55153636363.63636,185.08545454545447,40.61818181818182,12.340909090909092,14466893636363.637,0.0054181818181817,0.0464272727272727,0.0074818181818181,0.0,0.0492,0.0667,0.001228,0.2367,0.3801,0.9542,0,6375
21,21,21,16579999999.999998,16.768181818181816,24.808181818181826,1.5218181818181815,1184631818181.818,0.0079727272727272,0.0197272727272727,0.027190909090909,4.53090909090909,-0.0296,-0.0709,7.7e-05,-0.2842,-0.015,-0.1208,1,262
22,22,22,25130000000.0,50.80090909090909,22.884545454545457,5.800909090909091,1872252727272.7275,0.0041090909090909,0.0288090909090909,0.0052454545454545,0.0,0.0088,0.0177,0.000423,0.0849,0.5265,0.7079000000000001,0,1725
23,23,23,34697272727.27273,13.996363636363638,102.25636363636362,12.89,744320909090.909,0.0021,0.0130363636363636,0.0026999999999999,0.0,0.0492,0.0323,0.0004349999999999,-0.0302999999999999,-0.0542,-0.6265,2,960
24,24,24,93717272727.27272,2.077272727272727,-1671.75,7.373636363636362,2198931818181.818,0.0016363636363636,0.0088999999999999,0.0138818181818181,2.067272727272728,-0.1697,-0.0506,-0.003571,0.4901,0.372,-0.0343,2,1080
25,25,25,21170000000.0,23.835454545454542,74.25818181818182,9.785454545454543,879505454545.4546,0.0077545454545454,0.0152090909090909,0.0144636363636363,1.5236363636363637,0.0,0.0478,0.000788,-0.0179,0.1967,-0.1134,0,1100
26,26,26,8150000000.0,87.61909090909089,32.06090909090909,5.409999999999999,1175427272727.2727,0.0037090909090909,0.0202454545454545,0.0055818181818181,0.0,-0.0189,-0.03,-0.000152,-0.0616,0.0658,-0.1881,2,2610
27,27,27,198538181818.18185,7.501818181818183,7.144545454545455,3.8845454545454543,702197272727.2727,0.0160363636363636,-0.1986636363636363,0.0198545454545454,0.7181818181818184,-0.0102,-0.2595,0.0,-0.2239999999999999,-0.3169,0.2435999999999999,2,96
28,28,28,12000000000.0,4.403636363636363,115.99545454545456,18.44545454545454,102720909090.90907,0.0334181818181818,0.0471454545454545,0.0564363636363636,38.09,0.0074,0.062,0.00062,0.0703,0.4891,0.2685,0,680
29,29,29,16399999999.999998,51.14272727272728,-1.0990909090909184,6.873636363636364,1489712727272.7273,0.0224,0.0317636363636363,0.0404818181818181,11.447272727272724,-0.0302,-0.1315,-0.000408,-0.1033,-0.2288,-0.2805999999999999,1,4820
30,30,30,18554545454.545456,23.42,47.00363636363636,8.057272727272728,848912727272.7273,0.0105636363636363,0.0246727272727272,0.0249818181818181,2.6945454545454544,0.0644,0.2217,0.001171,0.1643,0.3933,0.2217,0,1255
31,31,31,48200000000.0,4.79090909090909,177.19454545454545,91.09545454545454,223693636363.63635,0.0345272727272727,0.0393545454545454,0.0366818181818181,17.388181818181817,0.0124,-0.0686,-0.000578,-0.0298,0.0252,-0.3427,1,162
32,32,32,8620000000.0,8.286363636363637,-63.23636363636365,0.6645454545454544,1215299090909.0908,0.0018727272727272,0.0175363636363636,0.0268727272727272,1.66,0.0713999999999999,-0.2973,0.0008939999999999,-0.025,0.4029,0.0773,0,382
33,33,33,7300000000.0,11.126363636363635,180.77818181818185,0.8981818181818183,246459090909.0909,0.0095090909090909,0.0198818181818181,0.0244727272727272,4.409090909090908,-0.0051,-0.0297,5.1000000000000006e-05,0.071,0.3243,-0.0755,0,388
34,34,34,14790000000.0,20.705454545454543,48.53818181818181,0.6445454545454545,581262727272.7273,0.0160363636363636,0.0364818181818181,0.0579818181818181,6.276363636363637,0.0096,-0.0498,0.001602,-0.1463,0.0,-0.1139,1,416
35,35,35,16088181818.181818,14.523636363636363,139.84181818181818,7.232727272727273,756741818181.8182,0.0177454545454545,0.0515090909090909,0.0541272727272727,4.920909090909091,0.0354,-0.2251999999999999,0.000446,-0.1268999999999999,-0.2994,1.6351,1,565
36,36,36,11596363636.363636,27.120000000000005,109.3990909090909,3.9263636363636354,3308170909090.909,0.004090909090909,0.0143454545454545,0.0193454545454545,1.5799999999999998,0.0341,-0.1055,0.000392,0.0443,-0.0783,-0.2455999999999999,0,2110
37,37,37,2480000000.0,11.050000000000004,60.47727272727274,6.626363636363638,217430000000.0,0.0018999999999999,0.0052363636363636,0.0138636363636363,2.3863636363636367,0.0,-0.0043,0.0,-0.0293,-0.072,-0.1888,2,5800
38,38,38,1920000000.0,606.7663636363636,3.57272727272727,1.8954545454545453,2326813636363.636,0.0137181818181817,0.0197181818181818,0.0259999999999999,66.41000000000003,-0.0202,-0.1767999999999999,-9.6e-05,-0.2603,0.1788,-0.5006,1,20400
39,39,39,3480000000.0,15.762727272727272,-23.60545454545455,0.6027272727272728,429795454545.4545,0.0029727272727272,0.0070272727272727,0.0182818181818181,1.4572727272727273,0.1273,0.7103,0.0024,0.0248,1.2143000000000002,0.503,0,1215
40,40,40,116320000000.0,15.37,69.2009090909091,4.444545454545454,2416691818181.8184,0.0355363636363636,0.0629636363636363,0.0699454545454545,176.9518181818182,-0.0169,0.0235,-0.000333,-0.0794,0.0482,-0.4219,1,870
41,41,41,9680000000.0,0.0190909090909091,715.7536363636364,6.257272727272727,11397272727.272728,9.090909090909998e-05,0.0002181818181818,0.006290909090909,0.7981818181818181,0.0516999999999999,0.3864,-0.000518,1.3165,0.8484999999999999,-0.3321,2,188
42,42,42,8601818181.818182,102.65454545454546,11.16909090909091,10.756363636363636,1192771818181.818,0.041590909090909,0.07,0.0824363636363636,88.06545454545454,0.0074,-0.1826,0.000263,-0.1495,-0.1626,0.75,1,1345
43,43,43,11660000000.0,140.59636363636363,-883.4645454545455,6.941818181818181,3677642727272.727,0.0142363636363636,0.0455090909090909,0.0325090909090909,5.9818181818181815,0.0375999999999999,0.0161,4.6e-05,-0.0265,0.0809,0.1575,0,11025
44,44,44,3990000000.0,12.834545454545456,23.01363636363636,0.7309090909090908,739540000000.0,0.0008545454545454,0.0042181818181818,0.0179090909090909,1.0945454545454545,0.2191,0.0681,0.002591,-0.1502,1.0414,0.1201,0,1730
45,45,45,9940000000.0,81.57363636363638,85.66818181818184,13.636363636363637,1642230909090.9092,0.0208999999999999,0.023790909090909,0.0293,60.70454545454547,-0.0498,-0.2532999999999999,-0.000367,-0.3333,-0.4207,-0.3538,1,4150
46,46,46,8780000000.0,218.29454545454544,37.22545454545455,2.1472727272727274,5575357272727.272,0.0106272727272727,0.0373818181818181,0.0323363636363636,26.04909090909091,-0.0039,-0.0625,-3.9e-05,-0.1207,-0.0449,-0.0625,1,6375
47,47,47,5210000000.0,162.88909090909092,10.32,0.8354545454545454,3780981818181.8174,0.0152636363636363,0.0550272727272727,0.0793727272727272,8.167272727272726,0.0532,-0.2268,0.000709,-0.2268,-0.3735,-0.1045,1,1545
48,48,48,5470000000.0,429.6245454545455,24.10181818181818,3.429090909090909,4553232727272.728,0.0170818181818181,0.030790909090909,0.0348545454545454,3.833636363636364,-0.0530999999999999,-0.2429,-0.000153,-0.1058,-0.0613999999999999,-0.358,1,8000
49,49,49,3680000000.0,120.96090909090908,121.81545454545454,9.853636363636364,846178181818.1818,0.0173090909090909,0.0219727272727272,0.0247,62.40272727272727,-0.0054,-0.0842,-0.000133,-0.0842,-0.0796,-0.375,1,9150
50,50,50,7103636363.636364,197.62545454545452,106.02545454545456,4.698181818181818,5728167272727.272,0.015190909090909,0.063790909090909,0.045990909090909,2.658181818181818,0.0186,-0.0859,0.000159,0.0669,0.5697,0.6229,0,9275
51,51,51,1130000000.0,2557.432727272728,12.727272727272728,3.02,4497342727272.728,0.0932727272727272,0.1295636363636363,0.1846818181818181,196.38636363636363,0.0583,0.0037,0.001354,0.0707,-0.2452,1.0037,0,26975
52,52,52,11730000000.0,33.95272727272727,-201.7736363636364,1.5418181818181815,1007920909090.909,0.0124727272727272,0.0323272727272727,0.0324363636363636,3.4018181818181814,-0.0259,-0.1472,-0.000661,-0.1661,-0.1691,-0.2416,1,1125
53,53,53,7260000000.0,129.47272727272727,29.656363636363636,6.495454545454546,1712620909090.9092,0.0087363636363636,0.0396727272727272,0.0162727272727272,1.4563636363636363,0.0021,0.1045,2.1e-05,0.2591,0.5331,0.0971,0,4790
54,54,54,46880000000.0,16.737272727272728,105.92636363636365,11.488181818181818,1171620909090.9092,0.0303181818181818,0.0401636363636363,0.0457545454545454,64.81545454545454,-0.0125,-0.0969,-0.000365,-0.2075,-0.2268,0.0602,1,1590
55,55,55,2860000000.0,27.05272727272728,-9.453636363636376,8.77090909090909,550337272727.2727,0.0088454545454545,0.0148818181818181,0.0283999999999999,3.476363636363636,-0.0302999999999999,-0.2426,-0.0015229999999999,-0.2289,-0.4754,-0.488,1,1280
56,56,56,70900000000.0,-4.497272727272727,46.401818181818186,2.276363636363636,1064492727272.7272,-0.0059818181818181,-0.0182545454545454,0.009790909090909,0.8418181818181818,0.0113999999999999,-0.043,0.000723,-0.1188,0.1711,-0.5841,2,88
57,57,57,2498181818.181818,105.41090909090912,15.76727272727273,6.906363636363635,571730000000.0,0.0460818181818181,-1.3419,0.1127272727272727,11.983636363636366,0.1989999999999999,-0.0126,0.004462,-0.3129,-0.4254,0.9106,1,2260
58,58,58,6820000000.0,33.11454545454546,42.304545454545455,7.31,364903636363.6364,0.0186999999999999,0.0217636363636363,0.0229727272727272,2336.207272727273,-0.0111,-0.0964,-0.000111,-0.1871999999999999,-0.1188,-0.3946,1,885
59,59,59,2240000000.0,5.377272727272728,30.28636363636364,0.5300000000000001,108088181818.18182,0.002390909090909,0.0047636363636363,0.0203454545454545,1.5990909090909091,-0.0718,0.017,-0.000895,-0.0124,-0.0042,-0.3584,2,476
60,60,60,16600000000.000002,22.111818181818183,73.65454545454544,2.95,1207053636363.6365,0.0184818181818181,0.0483181818181818,0.0518,5.476363636363636,0.0026,-0.0426999999999999,0.001476,0.0886,0.5744,1.2814,0,1855
61,61,61,25140000000.0,45.94090909090909,32.63,2.809090909090909,4515983636363.637,0.0112727272727272,0.0536090909090909,0.035690909090909,2.877272727272727,0.0304,-0.1911,0.0012859999999999,0.2951,0.1023,0.6345000000000001,0,1175
62,62,62,14250000000.0,18.65363636363636,146.88818181818183,36.36363636363636,377570000000.0,0.0388,0.0500363636363636,0.0578090909090909,112.63272727272728,0.0382,-0.0073,-3.7000000000000005e-05,0.0462,-0.0933,0.0342,1,2640
63,63,63,15050000000.0,32.040909090909096,31.485454545454548,5.406363636363636,886645454545.4546,0.0226727272727272,0.0276727272727272,0.0371999999999999,19.315454545454543,-0.0308999999999999,-0.2389,0.0,-0.4429999999999999,-0.4511,-0.6968000000000001,1,376
64,64,64,22360000000.0,20.96,234.2609090909091,7.053636363636364,858920909090.909,0.0210363636363636,0.0375454545454545,0.0386090909090909,7.341818181818181,0.0,-0.0833,8.3e-05,-0.0692,-0.0242,-0.1479,1,2440
65,65,65,10570909090.90909,4.199999999999999,-31.79181818181818,0.399090909090909,184269090909.0909,0.0029454545454545,0.0072272727272727,0.0247999999999999,2.0081818181818183,0.0,0.0,0.0,0.0,-0.3421,-0.7175,2,50
66,66,66,24240000000.0,46.87272727272727,45.97636363636363,2.67,3726585454545.455,0.0105090909090908,0.0301454545454545,0.0211090909090909,3.991818181818182,0.0088,-0.1821,0.000362,-0.1519,-0.2707,-0.3018,1,1130
67,67,67,24090000000.0,28.385454545454547,28.209090909090904,8.162727272727272,1085357272727.2728,0.0033454545454545,0.0147454545454545,0.0044090909090909,0.0,0.0088,-0.0691,0.000133,-0.0949,-0.0691,-0.0653,2,1130
68,68,68,61680000000.0,-0.1127272727272727,2033.05,38.12636363636364,33557272727.272728,-0.0003454545454545,-0.0017999999999999,0.0015727272727272,0.9336363636363636,0.0,0.0,0.0,0.0,0.0,-0.505,2,50
69,69,69,11520000000.0,191.40454545454548,22.43636363636364,4.181818181818182,3051892727272.727,0.0592545454545454,0.0957181818181818,0.0961999999999999,67.7109090909091,0.0435,-0.04,0.0009539999999999,-0.0504,-0.2143,-0.0737,1,2630
70,70,70,6200000000.0,11.399090909090908,108.51636363636364,1.3436363636363635,576213636363.6364,0.0012454545454545,0.0064181818181818,0.0155181818181818,1.4036363636363631,0.0045,-0.3878,-0.001429,-0.2373,-0.28,-0.7857,2,450
71,71,71,918181818.181818,115.52181818181818,38.26636363636363,1.5336363636363637,393793636363.6364,0.0138272727272727,0.0295727272727272,0.030590909090909,6.199999999999999,-0.1655,0.5663,-0.0030859999999999,0.326,0.1442,1.4383,0,4510
72,72,72,48160000000.0,8.320000000000002,63.67545454545455,15.72090909090909,791150909090.909,0.013390909090909,0.0238272727272727,0.0236272727272727,7.243636363636364,0.0136,0.067,0.000985,-0.0898,-0.0176,-0.134,0,444
73,73,73,7100000000.0,9.95818181818182,104.0581818181818,7.956363636363637,167678181818.18182,0.0140363636363636,0.0193636363636363,0.0166545454545454,9.31181818181818,-0.0095,-0.0458999999999999,0.0006559999999999,-0.1186,-0.2239,-0.3375999999999999,1,520
74,74,74,57827272727.27273,8.222727272727274,529.3181818181819,12.25,345554545454.5455,0.0257272727272727,0.041990909090909,0.0419545454545454,84.15727272727273,0.0325,0.0,0.0006,-0.0592,-0.25,-0.6755,1,160
75,75,75,30000000000.0,8.947272727272729,100.92272727272729,26.735454545454544,358128181818.1818,0.0685818181818181,0.0826999999999999,0.1009272727272727,2674.458181818182,-0.0095,-0.1186,-0.00037,-0.2877,-0.2676,-0.3325,1,520
76,76,76,7837272727.272727,53.42545454545455,84.70636363636365,6.491818181818183,536733636363.6364,0.0209727272727272,0.0298818181818181,0.0408545454545454,16.91363636363636,0.0192999999999999,-0.0622,-0.000664,0.1593,0.6679999999999999,1.7546000000000002,0,2090
77,77,77,15820000000.0,15.061818181818182,5.20909090909091,1.5799999999999998,990290000000.0,0.0065545454545454,0.0148363636363636,0.0240181818181818,3.973636363636363,0.0,-0.0256,5.3e-05,-0.1244,-0.0686,-0.181,2,378
78,78,78,6852727272.727273,134.39,11.07181818181818,1.4236363636363636,1061966363636.3636,0.0359272727272727,0.1035727272727272,0.0845636363636363,16.235454545454544,0.0178,-0.0058,0.002028,-0.1268999999999999,-0.0827,4.931,1,334
79,79,79,6228181818.181818,89.4218181818182,93.82272727272728,5.13,2045728181818.182,0.007090909090909,0.0145636363636363,0.0186818181818181,3.136363636363636,-0.0078,-0.0304,0.0001189999999999,-0.0078,-0.0957,-0.4813,1,6300
80,80,80,16131818181.818182,8.907272727272728,125.71636363636364,7.86181818181818,502738181818.1818,0.0052,0.0161818181818181,0.0237545454545454,2.317272727272727,0.0513,0.0696,0.0012839999999999,-0.1214,0.0603,-0.2166,0,615
81,81,81,5760000000.0,34.81090909090909,43.53909090909091,7.402727272727273,307218181818.1818,0.047690909090909,0.0722727272727272,0.0799727272727272,55.14636363636364,0.07,-0.0655,0.001323,0.1444,0.3987,0.6212,0,2180
82,82,82,20450000000.0,-103.97181818181816,-5.156363636363637,1.7309090909090907,4387272727.272727,-0.1264,1.205645454545455,0.0430181818181818,-18.930909090909093,0.0,0.0,0.0,0.0,0.0,-0.4552,2,146
83,83,83,4710000000.0,-0.9281818181818192,-36.36272727272728,2.7572727272727278,98375454545.45454,-0.0007090909090909,-0.0015090909090909,0.0130090909090909,1.4636363636363638,0.0048,0.0343,-0.0002309999999999,-0.0186,0.6484000000000001,-0.2724,2,420
84,84,84,9530000000.0,36.89818181818183,-182.2190909090909,7.492727272727273,546381818181.8182,0.0253090909090909,0.056390909090909,0.0398727272727272,3.263636363636364,-0.0199,-0.1826,-0.000296,-0.2335,-0.3604,-0.2423,1,975
85,85,85,22660000000.0,17.273636363636367,150.02454545454546,36.38727272727272,1266761818181.818,0.0091727272727272,0.0381090909090908,0.0332636363636363,0.0,0.0046999999999999,0.0974,0.000338,0.07,-0.0317,0.3251,0,2160
86,86,86,5340000000.0,34.56454545454546,24.634545454545457,1.0563636363636364,730740909090.909,0.0084727272727272,0.0276636363636363,0.0347545454545454,2.136363636363636,-0.0072,-0.1834,-0.000548,-0.1266,0.0207,-0.3148,1,690
87,87,87,7450000000.0,27.54636363636364,115.67090909090908,3.350909090909091,516232727272.7273,0.0142545454545454,0.0324181818181818,0.0354636363636363,4.845454545454545,-0.0233,-0.2125,-0.000156,-0.3403,-0.4569,-0.6529,1,620
88,88,88,3110000000.0,375.14818181818174,34.60454545454545,5.916363636363638,502300909090.9091,0.0233818181818181,0.0400545454545454,0.0054818181818181,1.3172727272727274,-0.0306,-0.2339,0.000556,0.1089,0.0401,-0.4477,1,6950
89,89,89,99060000000.0,59.66181818181818,69.39727272727274,10.583636363636364,19207090909090.91,0.0217727272727272,0.0497363636363636,0.056890909090909,10.35,0.0126,0.0525,0.000178,0.0152,0.047,0.1232,0,3960
90,90,90,33330000000.0,-0.4027272727272727,987.6663636363636,12.70909090909091,8020000000.0,-0.0055727272727272,-0.0181545454545454,-0.0009090909090909,-189.93454545454543,-0.375,-0.9,-0.0080769999999999,-0.9,-0.9,-0.9,2,5
91,91,91,51010000000.0,16.562727272727273,67.1,22.69636363636364,2144534545454.5452,0.015190909090909,0.0652818181818181,0.0387818181818181,3.2790909090909093,-0.0345,0.0262,0.0008289999999999,-0.1131,-0.1515,0.0155,1,980
92,92,92,50430000000.0,5.441818181818182,-930.6718181818184,21.319090909090907,564053636363.6364,0.0007272727272727,0.0018727272727272,0.005,0.7900000000000001,-0.3111,0.4981,-0.001426,0.9469,0.7371,0.7675,2,4220
93,93,93,3730000000.0,1136.53,25.185454545454544,3.637272727272728,8089830909090.909,0.0326272727272727,0.0563818181818181,0.0667272727272727,27.849090909090908,-0.0011,-0.1367,0.000404,-0.0373,-0.0701,-0.1494,1,23100
94,94,94,38150000000.0,36.48818181818182,131.32999999999998,17.133636363636363,2094867272727.2727,0.0691545454545454,0.2778727272727272,0.2543545454545455,72.41454545454545,-0.0283,-0.0654,-0.0002279999999999,-0.1929,-0.2687,-0.522,1,3430
95,95,95,8970000000.0,-58.64727272727273,760.6763636363635,1.858181818181818,452550000000.0,-0.0076727272727272,-0.0655545454545454,0.0100181818181818,0.6181818181818182,0.0,-0.457,-0.002405,-0.5102,-0.6712,-0.8919,2,240
96,96,96,6391818181.818182,11.072727272727272,439.8545454545454,3.957272727272728,172684545454.54544,0.0106454545454545,0.0199818181818181,0.0336999999999999,2.5263636363636364,0.02,-0.25,0.001333,-0.285,-0.0892999999999999,-0.4385,1,306
97,97,97,28923636363.636364,-5.691818181818183,-28.519090909090902,9.257272727272728,36683636363.63636,-0.0244818181818181,0.1394363636363636,0.6233909090909091,-0.9018181818181816,0.0,0.0,0.0,0.0,-0.4736999999999999,-0.8428,2,50
98,98,98,24200909090.90909,-18.155454545454543,-11.31727272727273,3.834545454545456,188600000000.0,-0.0053454545454545,-0.0648909090909091,-0.0025727272727272,-0.1927272727272727,0.0,0.0,0.0,0.0,-0.3804,-0.8622,2,202
99,99,99,8720000000.0,2.874545454545455,108.32636363636364,1.8663636363636364,100720000000.0,0.0029090909090909,0.0072545454545454,0.015490909090909,3.140909090909091,0.0,-0.2603,-0.001148,-0.2653,-0.3533,-0.7415999999999999,2,107
